[00:00:01,040 --> 00:00:07,839] Ser we start
[00:47:05,839 --> 00:47:11,800] information and then after the self
[00:47:08,920 --> 00:47:14,880] attention or blcm or whatever if we have
[00:47:11,800 --> 00:47:20,000] such kind of dependency the considered
[00:47:14,880 --> 00:47:24,040] in the model actually this the part
[00:47:20,000 --> 00:47:28,000] implicitly has other context information
[00:47:24,040 --> 00:47:31,319] so output label lab the in terms of the
[00:47:28,000 --> 00:47:33,880] explicit output label or mathematically
[00:47:31,319 --> 00:47:36,480] CTC doesn't have a
[00:47:33,880 --> 00:47:39,839] conditional CTC that doesn't have a
[00:47:36,480 --> 00:47:42,559] label dependency but actually inside the
[00:47:39,839 --> 00:47:46,200] model uh the this they actually can
[00:47:42,559 --> 00:47:49,599] somehow hold the the the label
[00:47:46,200 --> 00:47:52,880] dependency implicitly and then it's not
[00:47:49,599 --> 00:47:55,920] completely independent this actually
[00:47:52,880 --> 00:47:58,079] having the turns out that the output has
[00:47:55,920 --> 00:48:00,680] a quite kind of
[00:47:58,079 --> 00:48:04,440] consistent across the kind of all frames
[00:48:00,680 --> 00:48:07,359] and so on so this is actually the the
[00:48:04,440 --> 00:48:09,760] interesting part of the ne Network
[00:48:07,359 --> 00:48:13,200] architecture you know mathematically in
[00:48:09,760 --> 00:48:16,040] the last output form is completely
[00:48:13,200 --> 00:48:19,119] explicitly independent but actually
[00:48:16,040 --> 00:48:21,400] internal it has some kind of dependency
[00:48:19,119 --> 00:48:24,800] by the way this part is of course
[00:48:21,400 --> 00:48:27,079] boosted after the Transformer so before
[00:48:24,800 --> 00:48:31,480] the CTC becomes the the Transformer
[00:48:27,079 --> 00:48:33,559] based implementation bstm or com neur
[00:48:31,480 --> 00:48:36,040] Network it's actually weak in terms of
[00:48:33,559 --> 00:48:38,640] getting the kind of the Hidden State
[00:48:36,040 --> 00:48:41,280] context information but after the
[00:48:38,640 --> 00:48:44,480] Transformer this actually becomes very
[00:48:41,280 --> 00:48:46,760] strong and this is one reason that CTC
[00:48:44,480 --> 00:48:50,319] after Transformer it actually becomes
[00:48:46,760 --> 00:48:52,480] very powerful so some people had some
[00:48:50,319 --> 00:48:55,319] kind of a mention that no no CTC is very
[00:48:52,480 --> 00:48:58,280] weak model we should use the uh the the
[00:48:55,319 --> 00:49:01,920] attention or we should use the r because
[00:48:58,280 --> 00:49:04,440] CTC doesn't have a hold the the label
[00:49:01,920 --> 00:49:07,040] dependency it's not completely true
[00:49:04,440 --> 00:49:08,799] anymore based on our strong neural
[00:49:07,040 --> 00:49:11,319] network
[00:49:08,799 --> 00:49:14,200] inorder is that what we want to do
[00:49:11,319 --> 00:49:17,040] everything yes okay cool so this is
[00:49:14,200 --> 00:49:19,599] actually implicit part however there are
[00:49:17,040 --> 00:49:21,799] recently very cool direction of try to
[00:49:19,599 --> 00:49:24,160] actually still
[00:49:21,799 --> 00:49:28,319] implicitly but a little bit more
[00:49:24,160 --> 00:49:31,160] explicitly in the the the putting the
[00:49:28,319 --> 00:49:33,599] information about the context I will
[00:49:31,160 --> 00:49:36,119] explain this kind of technique it's
[00:49:33,599 --> 00:49:37,480] called intermediate CTC and the self
[00:49:36,119 --> 00:49:43,280] condition
[00:49:37,480 --> 00:49:47,240] CTC and the intermediate CTC is actually
[00:49:43,280 --> 00:49:50,720] putting the CT Heros in the middle and
[00:49:47,240 --> 00:49:55,440] the final part we basically setting the
[00:49:50,720 --> 00:49:58,720] same CTC r or may use a different roses
[00:49:55,440 --> 00:50:01,760] uh depending on the our kind of the the
[00:49:58,720 --> 00:50:06,280] the design and so on but the important
[00:50:01,760 --> 00:50:11,000] part of this work is that putting the CT
[00:50:06,280 --> 00:50:13,680] zos here means that this hidden state is
[00:50:11,000 --> 00:50:16,040] now quite kind of a similar information
[00:50:13,680 --> 00:50:19,200] to the ponum right otherwise we cannot
[00:50:16,040 --> 00:50:22,160] predict H sorry not Tok not Pon token
[00:50:19,200 --> 00:50:25,359] right otherwise we cannot prct talk
[00:50:22,160 --> 00:50:27,799] right so without this this can be a more
[00:50:25,359 --> 00:50:31,319] like the
[00:50:27,799 --> 00:50:34,799] General the the hidden state but by
[00:50:31,319 --> 00:50:37,520] putting the loss here uh this becomes
[00:50:34,799 --> 00:50:41,240] more are the explicitly still not fly
[00:50:37,520 --> 00:50:43,280] explicit but more explicitly are the
[00:50:41,240 --> 00:50:45,920] providing the information of the token
[00:50:43,280 --> 00:50:47,920] here right and the later part is self
[00:50:45,920 --> 00:50:49,280] attention or BSM whatever which has a
[00:50:47,920 --> 00:50:52,559] kind of
[00:50:49,280 --> 00:50:54,480] interactions so this is actually way to
[00:50:52,559 --> 00:50:57,440] uh the break the the conditional
[00:50:54,480 --> 00:50:59,119] Independence assumption in CTC
[00:50:57,440 --> 00:51:02,280] and this is actually also the the
[00:50:59,119 --> 00:51:05,480] techniques developed in CMU by the way
[00:51:02,280 --> 00:51:08,400] and the next approach is actually
[00:51:05,480 --> 00:51:12,240] extension of the this intermed CDC which
[00:51:08,400 --> 00:51:14,240] is after we predict the uh the after we
[00:51:12,240 --> 00:51:18,680] have kind this branch and then getting
[00:51:14,240 --> 00:51:20,720] the CTC to compute the the SE the output
[00:51:18,680 --> 00:51:22,240] we actually feeding back this
[00:51:20,720 --> 00:51:24,559] information
[00:51:22,240 --> 00:51:26,640] here and then just you know adding or
[00:51:24,559 --> 00:51:29,400] multiplying or concatenated to the
[00:51:26,640 --> 00:51:32,359] original features and so on but this one
[00:51:29,400 --> 00:51:35,680] is you know that the actually after the
[00:51:32,359 --> 00:51:37,119] soft Marx which is almost having a token
[00:51:35,680 --> 00:51:41,040] information
[00:51:37,119 --> 00:51:44,119] right by doing that we can add more
[00:51:41,040 --> 00:51:47,319] explicitly including the the token
[00:51:44,119 --> 00:51:50,799] information here and then again after
[00:51:47,319 --> 00:51:53,319] that we have the Transformer self
[00:51:50,799 --> 00:51:56,839] attention or vstm to consider the
[00:51:53,319 --> 00:52:00,319] context information so the this part is
[00:51:56,839 --> 00:52:02,720] actually more explicitly consider the uh
[00:52:00,319 --> 00:52:06,440] the condition the the label dependency
[00:52:02,720 --> 00:52:09,040] in CDC so this self condition CTC and
[00:52:06,440 --> 00:52:10,720] intermediate CTC are actually way to
[00:52:09,040 --> 00:52:13,640] relaxing the conditional Independence
[00:52:10,720 --> 00:52:16,599] assumption CTC and actually this improve
[00:52:13,640 --> 00:52:19,200] the performance of CDC a lot so due to
[00:52:16,599 --> 00:52:21,480] the kind of a technique of this the
[00:52:19,200 --> 00:52:24,880] delation of the condition Independence
[00:52:21,480 --> 00:52:27,440] assumption and the strong encoder comes
[00:52:24,880 --> 00:52:31,000] from the conformer or Branch for and so
[00:52:27,440 --> 00:52:33,680] on now that the CTC and RN transor
[00:52:31,000 --> 00:52:36,599] attention based performance Gap is
[00:52:33,680 --> 00:52:36,599] getting smaller and
[00:52:37,640 --> 00:52:44,559] smaller and the last approach a last
[00:52:40,920 --> 00:52:47,640] section is uh the the uh
[00:52:44,559 --> 00:52:49,720] combination so uh let's kind of review
[00:52:47,640 --> 00:52:52,559] CTC and
[00:52:49,720 --> 00:52:54,880] attention the biggest difference is
[00:52:52,559 --> 00:52:57,799] there's no other condition here plus
[00:52:54,880 --> 00:53:00,319] there's a other condition here
[00:52:57,799 --> 00:53:03,680] right however as I mentioned in
[00:53:00,319 --> 00:53:06,799] attention part attention are the cross
[00:53:03,680 --> 00:53:09,119] attention part is too flexible and
[00:53:06,799 --> 00:53:12,799] sometimes very difficult to control
[00:53:09,119 --> 00:53:15,040] while CTC is hard alignment so it's
[00:53:12,799 --> 00:53:18,160] actually the framework itself has a
[00:53:15,040 --> 00:53:22,040] monotonic alignment so there is no kind
[00:53:18,160 --> 00:53:24,520] of the the flexibility issue of the
[00:53:22,040 --> 00:53:27,000] assignment so this is actually one of
[00:53:24,520 --> 00:53:30,079] the difficulties that I had
[00:53:27,000 --> 00:53:33,040] based on when I first implemented
[00:53:30,079 --> 00:53:34,920] attention based encod decoder so
[00:53:33,040 --> 00:53:38,079] attention based encod decoder cross
[00:53:34,920 --> 00:53:39,960] attention is very difficult to optimize
[00:53:38,079 --> 00:53:44,119] and very easily actually having this
[00:53:39,960 --> 00:53:48,280] kind of a long pattern which is not the
[00:53:44,119 --> 00:53:52,040] correct uh for the uh the the speech
[00:53:48,280 --> 00:53:57,160] recogition cases right and then the uh
[00:53:52,040 --> 00:54:00,280] we actually want to uh the solve this
[00:53:57,160 --> 00:54:03,119] problem uh and then the there are lot of
[00:54:00,280 --> 00:54:06,280] other Solutions but the our the the
[00:54:03,119 --> 00:54:09,640] solutions is actually simple so by the
[00:54:06,280 --> 00:54:12,079] way this one is also the now they
[00:54:09,640 --> 00:54:15,559] becomes one of the very famous technique
[00:54:12,079 --> 00:54:18,240] in the end speech condition and this the
[00:54:15,559 --> 00:54:22,400] P also is also from
[00:54:18,240 --> 00:54:25,359] CMU the Su G now she's in the meta and
[00:54:22,400 --> 00:54:27,359] it is a work actually that the I was
[00:54:25,359 --> 00:54:31,680] company with s
[00:54:27,359 --> 00:54:35,680] the intership student uh we actually try
[00:54:31,680 --> 00:54:37,160] to find some simple solution which is
[00:54:35,680 --> 00:54:41,799] just kind of
[00:54:37,160 --> 00:54:42,799] regularize this uh the the hidden state
[00:54:41,799 --> 00:54:47,040] with
[00:54:42,799 --> 00:54:50,119] Cy that's it we actually just hope that
[00:54:47,040 --> 00:54:54,760] this regularization making this part to
[00:54:50,119 --> 00:54:58,160] Le more like the the the monotonic
[00:54:54,760 --> 00:55:00,760] alignment and then the the the later
[00:54:58,160 --> 00:55:02,839] that we just still want wanted to use
[00:55:00,760 --> 00:55:06,079] attention because attention has a level
[00:55:02,839 --> 00:55:09,440] dependency better than that but we just
[00:55:06,079 --> 00:55:13,280] attaching the CT zos and then we using
[00:55:09,440 --> 00:55:15,040] the mar the objective Mar Tas running of
[00:55:13,280 --> 00:55:17,559] this kind of a
[00:55:15,040 --> 00:55:19,799] approaches uh this is by the way not the
[00:55:17,559 --> 00:55:22,920] perfect solution this is just a
[00:55:19,799 --> 00:55:25,440] regularization I don't Still Force the
[00:55:22,920 --> 00:55:28,440] monotonic alignment in the model level
[00:55:25,440 --> 00:55:30,480] but it was actually working quite well
[00:55:28,440 --> 00:55:33,079] uh this is actually uh the pure
[00:55:30,480 --> 00:55:34,200] attention model and the joint CTC
[00:55:33,079 --> 00:55:38,400] attention
[00:55:34,200 --> 00:55:41,760] model um if we have a more AO uh maybe
[00:55:38,400 --> 00:55:46,400] attention can have a better uh the clear
[00:55:41,760 --> 00:55:48,799] kind of a attention C but uh uh the by
[00:55:46,400 --> 00:55:52,920] using the CTC uh
[00:55:48,799 --> 00:55:56,440] attention the the multitask training we
[00:55:52,920 --> 00:55:59,559] could actually uh the mitigate the issue
[00:55:56,440 --> 00:56:02,920] and even in the early stage we can get
[00:55:59,559 --> 00:56:06,039] some kind of a clear attention pattern
[00:56:02,920 --> 00:56:09,319] we are very excited about this
[00:56:06,039 --> 00:56:13,240] result and the next actually we try to
[00:56:09,319 --> 00:56:16,160] think about who the the more kind of are
[00:56:13,240 --> 00:56:17,839] the the are the useful ways to solve
[00:56:16,160 --> 00:56:20,400] these
[00:56:17,839 --> 00:56:24,200] problems please look at this one this
[00:56:20,400 --> 00:56:25,760] CTC is just using other regularizer
[00:56:24,200 --> 00:56:27,000] right and then we just discard the
[00:56:25,760 --> 00:56:29,039] result
[00:56:27,000 --> 00:56:29,880] which is we saw that it's not very kind
[00:56:29,039 --> 00:56:32,960] of a
[00:56:29,880 --> 00:56:34,760] useful uh because CTC itself also doing
[00:56:32,960 --> 00:56:37,680] the speech
[00:56:34,760 --> 00:56:40,960] right the attention based enod decod
[00:56:37,680 --> 00:56:43,720] also they doing the speech recogition so
[00:56:40,960 --> 00:56:46,920] both are doing the the similar things so
[00:56:43,720 --> 00:56:49,559] why not we consider to uh that combine
[00:56:46,920 --> 00:56:51,319] these two information one side is you
[00:56:49,559 --> 00:56:54,359] know the fly kind of solving the
[00:56:51,319 --> 00:56:57,119] monotonic alignment issue one side is
[00:56:54,359 --> 00:56:59,559] are good that considering the uh the the
[00:56:57,119 --> 00:57:02,520] label dependency right this is a kind of
[00:56:59,559 --> 00:57:05,799] a decoding approaches we propos which is
[00:57:02,520 --> 00:57:07,559] the CTC attention joint recording that
[00:57:05,799 --> 00:57:09,240] is actually combined during the beam
[00:57:07,559 --> 00:57:11,960] search and it's a little bit Advanced
[00:57:09,240 --> 00:57:13,920] topic so I don't explain detail but
[00:57:11,960 --> 00:57:16,720] during the beam search we basically kind
[00:57:13,920 --> 00:57:21,000] of combine the score of the
[00:57:16,720 --> 00:57:23,480] CTC and attention and that was almost
[00:57:21,000 --> 00:57:26,920] perfectly solve the issue because this
[00:57:23,480 --> 00:57:31,760] side at least this output doesn't have a
[00:57:26,920 --> 00:57:34,240] the Weir the the the alignment issues so
[00:57:31,760 --> 00:57:36,280] that we can actually safely get the
[00:57:34,240 --> 00:57:39,160] result which doesn't have any kind of
[00:57:36,280 --> 00:57:40,520] alignment issues and so on we have
[00:57:39,160 --> 00:57:43,440] actually quite a good kind of
[00:57:40,520 --> 00:57:47,200] improvement at that time uh this is the
[00:57:43,440 --> 00:57:49,880] attention the model and just the
[00:57:47,200 --> 00:57:52,079] attaching the CTC R which I explained
[00:57:49,880 --> 00:57:55,119] before actually say improve the
[00:57:52,079 --> 00:57:56,880] performance however by combining the it
[00:57:55,119 --> 00:57:59,799] in the decoding St
[00:57:56,880 --> 00:58:03,520] in during the beam set we actually got a
[00:57:59,799 --> 00:58:06,440] quite other large Improvement and so on
[00:58:03,520 --> 00:58:08,760] and this the big Improvement comes from
[00:58:06,440 --> 00:58:11,960] the kind of a the regular attention
[00:58:08,760 --> 00:58:14,119] pattern before combining the score we
[00:58:11,960 --> 00:58:16,640] often have this kind of pattern that I
[00:58:14,119 --> 00:58:19,559] mentioned I kind of explained before
[00:58:16,640 --> 00:58:24,440] right the this actually has a the same
[00:58:19,559 --> 00:58:26,960] CES happen three times these are wrong
[00:58:24,440 --> 00:58:30,319] uh alignment pattern and again it
[00:58:26,960 --> 00:58:33,200] doesn't happen at CTC it would happen in
[00:58:30,319 --> 00:58:38,000] attention by combining them we can
[00:58:33,200 --> 00:58:41,000] actually uh the mate issue of this kind
[00:58:38,000 --> 00:58:43,440] of problem and so on and the same for
[00:58:41,000 --> 00:58:48,440] the another Buton which is also by the
[00:58:43,440 --> 00:58:52,359] way quite often happen uh the the beam
[00:58:48,440 --> 00:58:56,119] sech is stopped before the the reaching
[00:58:52,359 --> 00:58:57,680] to the end and almost all kind of result
[00:58:56,119 --> 00:59:00,920] becomes the division
[00:58:57,680 --> 00:59:04,640] era and this is also kind of clear the
[00:59:00,920 --> 00:59:07,839] wrong attention uh the pattern which is
[00:59:04,640 --> 00:59:10,720] the well kind of fixed by using the the
[00:59:07,839 --> 00:59:12,200] combination of the CTC uh the attention
[00:59:10,720 --> 00:59:15,240] based
[00:59:12,200 --> 00:59:18,559] approaches so this the CTC attention is
[00:59:15,240 --> 00:59:20,799] actually implemented in ESP net so this
[00:59:18,559 --> 00:59:23,520] is the the very stable in terms of
[00:59:20,799 --> 00:59:26,920] training which SS to the kind of two
[00:59:23,520 --> 00:59:29,400] Rosses it's actually FAS and robuster
[00:59:26,920 --> 00:59:31,880] and the coding result is not broken
[00:59:29,400 --> 00:59:36,480] based on the other the attentions other
[00:59:31,880 --> 00:59:39,039] crazy result uh but this is not the only
[00:59:36,480 --> 00:59:42,280] choice actually as you can see that you
[00:59:39,039 --> 00:59:44,480] know combining two system right two
[00:59:42,280 --> 00:59:48,559] architecture it's actually bit
[00:59:44,480 --> 00:59:51,400] complicated uh and uh the the it's
[00:59:48,559 --> 00:59:53,559] actually also requires the additional
[00:59:51,400 --> 00:59:55,920] computation cost for both CDC and
[00:59:53,559 --> 00:59:58,240] attention right so this is actually not
[00:59:55,920 --> 01:00:00,480] the the only choice or I say that many
[00:59:58,240 --> 01:00:04,319] actually people also using a various
[01:00:00,480 --> 01:00:06,559] solutions for uh the the uh this kind of
[01:00:04,319 --> 01:00:08,599] the problem and so on but this is
[01:00:06,559 --> 01:00:13,240] actually quite one of the priding
[01:00:08,599 --> 01:00:16,079] solution and many of the the the uh the
[01:00:13,240 --> 01:00:18,839] framework the ASR framework is actually
[01:00:16,079 --> 01:00:21,960] having this CTC attention architecture
[01:00:18,839 --> 01:00:25,079] and so on so by the way yeah this is
[01:00:21,960 --> 01:00:27,400] actually one big remark I think some of
[01:00:25,079 --> 01:00:30,480] you guys may also touching the the large
[01:00:27,400 --> 01:00:33,160] language model and so on right it was
[01:00:30,480 --> 01:00:34,799] not easy to control the lenss right
[01:00:33,160 --> 01:00:37,720] sometimes you know they kind of over
[01:00:34,799 --> 01:00:40,359] generate and sometimes it's too short
[01:00:37,720 --> 01:00:42,119] and then we just using a temperature or
[01:00:40,359 --> 01:00:44,960] some other kind of hyper parameter to
[01:00:42,119 --> 01:00:47,039] make the ls and the language model cases
[01:00:44,960 --> 01:00:49,680] it's more difficult because the lenss
[01:00:47,039 --> 01:00:52,559] cannot be may not have a kind of the
[01:00:49,680 --> 01:00:56,160] real kind of a correct lenss but speech
[01:00:52,559 --> 01:00:58,760] conern cases uh the it's clear right the
[01:00:56,160 --> 01:01:01,119] the speech and corresponding text so
[01:00:58,760 --> 01:01:05,599] language should be some kind of range
[01:01:01,119 --> 01:01:08,440] right so this the uh the approach this
[01:01:05,599 --> 01:01:12,319] kind of appro AI knowledge is very
[01:01:08,440 --> 01:01:15,319] important so I'm very sure that you guys
[01:01:12,319 --> 01:01:17,599] already may have some questions probably
[01:01:15,319 --> 01:01:20,000] for that if you guys kind of do the
[01:01:17,599 --> 01:01:22,400] attention based enod decoder you guys
[01:01:20,000 --> 01:01:25,119] may have this kind of a pattern and then
[01:01:22,400 --> 01:01:28,599] you know your result is for example the
[01:01:25,119 --> 01:01:32,799] the uh the the water error rate is over
[01:01:28,599 --> 01:01:35,960] 100 due to the uh the why it happen by
[01:01:32,799 --> 01:01:38,119] the way water rate becomes over 100
[01:01:35,960 --> 01:01:41,599] which error will make the
[01:01:38,119 --> 01:01:44,079] water over 100 ision substitution
[01:01:41,599 --> 01:01:48,559] division which one will make the water
[01:01:44,079 --> 01:01:51,279] rate over 100 yes yes insertion and this
[01:01:48,559 --> 01:01:54,319] is actually very good example it's so
[01:01:51,279 --> 01:01:56,960] many insertions it's actually the water
[01:01:54,319 --> 01:01:59,880] becomes over the 100 and so on
[01:01:56,960 --> 01:02:05,079] this Cas is uh delion is very large
[01:01:59,880 --> 01:02:06,839] right so uh the our kind of uh the the
[01:02:05,079 --> 01:02:10,680] the
[01:02:06,839 --> 01:02:15,440] uh assignment may also have
[01:02:10,680 --> 01:02:18,640] a uh the the part to check the result
[01:02:15,440 --> 01:02:22,000] right and then here you actually have a
[01:02:18,640 --> 01:02:23,440] way to check the number of insertions
[01:02:22,000 --> 01:02:26,680] and number of
[01:02:23,440 --> 01:02:29,720] DS so if your result is wrong please
[01:02:26,680 --> 01:02:33,000] always check them if the number of
[01:02:29,720 --> 01:02:36,119] insertion is extremely large or
[01:02:33,000 --> 01:02:40,200] extremely the number of divisions are
[01:02:36,119 --> 01:02:42,559] extremely large in this cases probably
[01:02:40,200 --> 01:02:46,680] uh the first model may not be well
[01:02:42,559 --> 01:02:49,359] trained or your kind of the search uh
[01:02:46,680 --> 01:02:52,440] the the hyper parameter is wrong so
[01:02:49,359 --> 01:02:55,640] anyway by checking the result we can
[01:02:52,440 --> 01:02:57,839] actually understand what error that that
[01:02:55,640 --> 01:03:00,079] happen happening there very important
[01:02:57,839 --> 01:03:03,400] remarks and some of you here may
[01:03:00,079 --> 01:03:07,279] actually have this experience so if you
[01:03:03,400 --> 01:03:10,319] guys have some the weird result do not
[01:03:07,279 --> 01:03:12,799] only check the W erator please also
[01:03:10,319 --> 01:03:14,960] check the breakdown of the how many
[01:03:12,799 --> 01:03:16,960] substitution error how many insertion
[01:03:14,960 --> 01:03:21,359] error how many divition error do you
[01:03:16,960 --> 01:03:24,839] have and also if you the have also the
[01:03:21,359 --> 01:03:28,440] the the access to the result please also
[01:03:24,839 --> 01:03:30,440] check the the error butn and so on the
[01:03:28,440 --> 01:03:32,880] the the ESPN net generally kind of
[01:03:30,440 --> 01:03:35,520] producing the result which is with this
[01:03:32,880 --> 01:03:38,480] kind of information how many insertion
[01:03:35,520 --> 01:03:41,039] how many D and which part of the word is
[01:03:38,480 --> 01:03:44,440] insertion which part of the the word is
[01:03:41,039 --> 01:03:46,960] token is deltion substitution so on uh
[01:03:44,440 --> 01:03:49,319] please check them and then you guys can
[01:03:46,960 --> 01:03:51,319] see what's happening and then you guys
[01:03:49,319 --> 01:03:53,200] can find a way to solve this problem and
[01:03:51,319 --> 01:03:56,599] so
[01:03:53,200 --> 01:03:58,880] on okay um
[01:03:56,599 --> 01:04:02,559] we still have 10 minutes okay I can try
[01:03:58,880 --> 01:04:07,400] to kind of fix finish it uh rest of the
[01:04:02,559 --> 01:04:10,799] part so uh another approach that I also
[01:04:07,400 --> 01:04:14,960] want to explain uh with an extension of
[01:04:10,799 --> 01:04:18,200] the CDC is uh the mask prediction uh
[01:04:14,960 --> 01:04:20,480] based approaches this is actually uh one
[01:04:18,200 --> 01:04:25,440] way to solve the
[01:04:20,480 --> 01:04:27,760] CTC uh without losing the uh benefit of
[01:04:25,440 --> 01:04:31,119] the non Auto regressive
[01:04:27,760 --> 01:04:35,119] nature so first the when I introduce the
[01:04:31,119 --> 01:04:37,839] mask uh dat I also explain about the The
[01:04:35,119 --> 01:04:41,000] Mask prediction like for example The
[01:04:37,839 --> 01:04:44,200] Hiding some word and from the the near
[01:04:41,000 --> 01:04:50,200] the context word to predicting the uh
[01:04:44,200 --> 01:04:53,240] the uh the the hided uh the hidden uh
[01:04:50,200 --> 01:04:56,559] the token that is called The Mask
[01:04:53,240 --> 01:05:00,359] prediction and actually by combining
[01:04:56,559 --> 01:05:03,400] this the CTC and mask prediction we can
[01:05:00,359 --> 01:05:08,440] actually uh consider the label
[01:05:03,400 --> 01:05:11,160] dependency and also can uh avoid uh we
[01:05:08,440 --> 01:05:14,200] can also maintain the benefit of the non
[01:05:11,160 --> 01:05:16,839] Auto nature so
[01:05:14,200 --> 01:05:19,880] that's there are several techniques are
[01:05:16,839 --> 01:05:23,480] proposed but one of the techniques is
[01:05:19,880 --> 01:05:26,319] called mask CTC and uh this I will try
[01:05:23,480 --> 01:05:30,000] to explain a bit more detail so it's
[01:05:26,319 --> 01:05:31,960] also very interesting Direction so uh
[01:05:30,000 --> 01:05:34,559] this is a kind of a
[01:05:31,960 --> 01:05:37,960] conventional uh the encoder
[01:05:34,559 --> 01:05:40,839] decoder right and then we have output
[01:05:37,960 --> 01:05:43,880] and so on and now we also studied that
[01:05:40,839 --> 01:05:46,480] you know CTC can be actually put as an
[01:05:43,880 --> 01:05:50,440] additional loss
[01:05:46,480 --> 01:05:53,240] here that's it a kind of the the basic
[01:05:50,440 --> 01:05:56,119] form of the CTC uh attention
[01:05:53,240 --> 01:05:59,480] architecture and so on
[01:05:56,119 --> 01:06:02,760] uh however uh we actually are making uh
[01:05:59,480 --> 01:06:06,000] this part to be extended by using the
[01:06:02,760 --> 01:06:08,680] iterative mask prediction based the
[01:06:06,000 --> 01:06:12,839] decoding and so on I will explain one by
[01:06:08,680 --> 01:06:16,640] one so first this approach is two pass
[01:06:12,839 --> 01:06:19,079] approaches we do the kind of two the the
[01:06:16,640 --> 01:06:23,640] the search but this search is actually
[01:06:19,079 --> 01:06:28,279] uh the uh the grey suchar and the the no
[01:06:23,640 --> 01:06:31,520] par search so it's cost is very small so
[01:06:28,279 --> 01:06:35,319] first pass we just doing the CTC grid
[01:06:31,520 --> 01:06:37,039] research no we can get the result the
[01:06:35,319 --> 01:06:42,119] quickly
[01:06:37,039 --> 01:06:45,160] right and then second PA we feeding this
[01:06:42,119 --> 01:06:48,160] kind of output to this kind of a special
[01:06:45,160 --> 01:06:50,920] Transformer decoder and then getting the
[01:06:48,160 --> 01:06:53,279] result and so on and how they are
[01:06:50,920 --> 01:06:58,160] defined I will explain about
[01:06:53,279 --> 01:07:00,480] it so first uh the let's think about CTC
[01:06:58,160 --> 01:07:03,319] the prediction which as I mentioned it
[01:07:00,480 --> 01:07:05,400] is that considering the by considering
[01:07:03,319 --> 01:07:07,200] the conditional Independence assumption
[01:07:05,400 --> 01:07:10,319] it's actually quite error
[01:07:07,200 --> 01:07:13,920] problem and then in these cases for
[01:07:10,319 --> 01:07:19,160] example uh the S and a can be a kind of
[01:07:13,920 --> 01:07:22,200] wrong uh the uh prediction and so on and
[01:07:19,160 --> 01:07:24,760] then in these cases we first checking
[01:07:22,200 --> 01:07:27,319] some kind of confidence which is if we
[01:07:24,760 --> 01:07:29,520] checking the soft Max activation we can
[01:07:27,319 --> 01:07:33,160] actually get the confidence if the the
[01:07:29,520 --> 01:07:35,680] soft Max is very peaky then the uh it is
[01:07:33,160 --> 01:07:38,920] very confident right and if the Soft
[01:07:35,680 --> 01:07:41,599] Mark is very kind of uh the the uh the
[01:07:38,920 --> 01:07:44,520] the wide the tail and then this kind of
[01:07:41,599 --> 01:07:46,880] prediction is not very confident we
[01:07:44,520 --> 01:07:50,680] first check this confidence and then
[01:07:46,880 --> 01:07:53,599] identify that which kind of token is uh
[01:07:50,680 --> 01:07:56,079] not confident in terms of soft Mark
[01:07:53,599 --> 01:08:00,640] activation and so on
[01:07:56,079 --> 01:08:06,880] and then after that we actually feeding
[01:08:00,640 --> 01:08:09,559] this uh part as a mask we hide them and
[01:08:06,880 --> 01:08:12,359] then these are kind of more confident
[01:08:09,559 --> 01:08:15,440] information right and this the masked
[01:08:12,359 --> 01:08:18,199] information is actually less confident
[01:08:15,440 --> 01:08:21,359] so by using this confident information
[01:08:18,199 --> 01:08:23,520] to predict the mask information so he
[01:08:21,359 --> 01:08:26,080] actually using the many of the NLP
[01:08:23,520 --> 01:08:27,679] techniques like a b and so on and this
[01:08:26,080 --> 01:08:30,799] is actually combining this kind of
[01:08:27,679 --> 01:08:32,679] bbased mas prediction with the other the
[01:08:30,799 --> 01:08:36,159] CTC
[01:08:32,679 --> 01:08:38,920] approaches and then fortunately if we
[01:08:36,159 --> 01:08:40,679] have some kind of a better prediction
[01:08:38,920 --> 01:08:43,199] like this one is actually turns out
[01:08:40,679 --> 01:08:45,799] correct but this one is wrong but by
[01:08:43,199 --> 01:08:48,440] using the context information and the uh
[01:08:45,799 --> 01:08:52,759] encoder information here uh we may
[01:08:48,440 --> 01:08:56,560] recover this approaches and then uh
[01:08:52,759 --> 01:09:00,359] this by the iterative performing this
[01:08:56,560 --> 01:09:02,920] part we could actually consider to
[01:09:00,359 --> 01:09:05,640] improve the performance by using this
[01:09:02,920 --> 01:09:08,040] kind of iteration and so on sounds like
[01:09:05,640 --> 01:09:10,520] a computationally heavy because this is
[01:09:08,040 --> 01:09:13,920] having iteration right but don't worry
[01:09:10,520 --> 01:09:17,080] about that because this part is fly self
[01:09:13,920 --> 01:09:19,040] attention and also this part is actually
[01:09:17,080 --> 01:09:22,000] also doesn't
[01:09:19,040 --> 01:09:24,799] depend output is doesn't depend on each
[01:09:22,000 --> 01:09:27,719] other so this part is actually no water
[01:09:24,799 --> 01:09:31,279] regress part form so this is having some
[01:09:27,719 --> 01:09:34,199] additional iteration but the by using
[01:09:31,279 --> 01:09:37,199] this kind of architecture entire
[01:09:34,199 --> 01:09:39,279] framework is still not regressive and de
[01:09:37,199 --> 01:09:42,719] coding part is not like a beam search it
[01:09:39,279 --> 01:09:46,920] is fastly predicting the result and so
